,date,store_nbr,item_nbr,unit_sales,family,class,perishable,city,state,type,cluster,is_hot
294,2013-01-07,16,103520,1.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
62,2013-01-07,11,103520,2.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,0
270,2013-01-07,16,103501,2.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
180,2013-01-07,14,103501,1.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
38,2013-01-07,11,103501,5.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
1,2013-01-07,10,103501,7.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
203,2013-01-07,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
393,2013-01-07,19,103501,1.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
225,2013-01-07,15,103501,9.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,1
63,2013-02-05,11,103520,1.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,0
24,2013-02-05,10,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,15,0
379,2013-02-05,18,103665,3.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,1
80,2013-02-05,11,103665,2.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
181,2013-02-05,14,103501,7.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
139,2013-02-05,13,103501,3.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
347,2013-02-05,18,103501,3.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
247,2013-02-05,15,103520,1.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
2,2013-02-05,10,103501,15.0,CLEANING,3008,0,Quito,Pichincha,C,15,1
125,2013-02-05,12,103520,2.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
271,2013-02-05,16,103501,13.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
310,2013-02-05,17,103501,3.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
394,2013-02-05,19,103501,4.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
204,2013-02-05,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
226,2013-02-05,15,103501,5.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
101,2013-02-05,12,103501,5.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
39,2013-02-05,11,103501,12.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,1
140,2013-02-07,13,103501,2.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
81,2013-02-07,11,103665,4.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
227,2013-02-07,15,103501,4.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
272,2013-02-07,16,103501,10.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
102,2013-02-07,12,103501,2.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
295,2013-02-07,16,103520,2.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
311,2013-02-07,17,103501,5.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
64,2013-02-07,11,103520,1.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,0
25,2013-02-07,10,103520,2.0,GROCERY I,1028,0,Quito,Pichincha,C,15,0
348,2013-02-07,18,103501,3.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
126,2013-02-07,12,103520,1.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
395,2013-02-07,19,103501,2.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
205,2013-02-07,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
40,2013-02-07,11,103501,2.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
248,2013-02-07,15,103520,1.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
182,2013-02-07,14,103501,10.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
3,2013-02-07,10,103501,6.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
26,2013-03-05,10,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,15,0
312,2013-03-05,17,103501,12.0,CLEANING,3008,0,Quito,Pichincha,C,12,1
103,2013-03-05,12,103501,7.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,1
206,2013-03-05,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
41,2013-03-05,11,103501,8.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
228,2013-03-05,15,103501,7.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
249,2013-03-05,15,103520,2.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
183,2013-03-05,14,103501,14.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,1
82,2013-03-05,11,103665,3.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
349,2013-03-05,18,103501,5.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
141,2013-03-05,13,103501,2.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
296,2013-03-05,16,103520,1.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
4,2013-03-05,10,103501,5.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
273,2013-03-05,16,103501,6.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
162,2013-03-05,13,103520,1.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
396,2013-03-05,19,103501,5.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
417,2013-03-07,19,103520,2.0,GROCERY I,1028,0,Guaranda,Bolivar,C,15,0
313,2013-03-07,17,103501,3.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
332,2013-03-07,17,103520,4.0,GROCERY I,1028,0,Quito,Pichincha,C,12,1
104,2013-03-07,12,103501,2.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
397,2013-03-07,19,103501,2.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
65,2013-03-07,11,103520,5.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,1
163,2013-03-07,13,103520,1.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
42,2013-03-07,11,103501,3.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
127,2013-03-07,12,103520,3.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,1
350,2013-03-07,18,103501,2.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
5,2013-03-07,10,103501,12.0,CLEANING,3008,0,Quito,Pichincha,C,15,1
250,2013-03-07,15,103520,2.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
297,2013-03-07,16,103520,1.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
369,2013-03-07,18,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,B,16,0
142,2013-03-07,13,103501,2.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
83,2013-03-07,11,103665,1.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
207,2013-03-07,14,103520,5.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,1
229,2013-03-07,15,103501,4.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
274,2013-03-07,16,103501,5.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
230,2013-04-05,15,103501,1.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
208,2013-04-05,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
184,2013-04-05,14,103501,9.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
164,2013-04-05,13,103520,4.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,1
275,2013-04-05,16,103501,6.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
6,2013-04-05,10,103501,3.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
251,2013-04-05,15,103520,1.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
143,2013-04-05,13,103501,3.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
314,2013-04-05,17,103501,5.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
380,2013-04-05,18,103665,2.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,0
418,2013-04-05,19,103520,1.0,GROCERY I,1028,0,Guaranda,Bolivar,C,15,0
84,2013-04-05,11,103665,2.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
370,2013-04-05,18,103520,2.0,GROCERY I,1028,0,Quito,Pichincha,B,16,0
43,2013-04-05,11,103501,2.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
351,2013-04-05,18,103501,4.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
105,2013-04-05,12,103501,4.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
398,2013-04-05,19,103501,1.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
333,2013-04-05,17,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,12,0
144,2013-04-07,13,103501,3.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
231,2013-04-07,15,103501,6.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
185,2013-04-07,14,103501,2.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
352,2013-04-07,18,103501,12.0,CLEANING,3008,0,Quito,Pichincha,B,16,1
399,2013-04-07,19,103501,2.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
7,2013-04-07,10,103501,10.0,CLEANING,3008,0,Quito,Pichincha,C,15,1
334,2013-04-07,17,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,12,0
209,2013-04-07,14,103520,2.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
106,2013-04-07,12,103501,5.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
315,2013-04-07,17,103501,8.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
276,2013-04-07,16,103501,16.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
371,2013-04-07,18,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,B,16,0
66,2013-04-07,11,103520,2.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,0
44,2013-04-07,11,103501,10.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
85,2013-04-07,11,103665,4.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
353,2013-05-05,18,103501,8.0,CLEANING,3008,0,Quito,Pichincha,B,16,1
252,2013-05-05,15,103520,4.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,1
277,2013-05-05,16,103501,5.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
186,2013-05-05,14,103501,12.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
145,2013-05-05,13,103501,1.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
165,2013-05-05,13,103520,5.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,1
45,2013-05-05,11,103501,11.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,1
210,2013-05-05,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
316,2013-05-05,17,103501,5.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
107,2013-05-05,12,103501,9.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,1
400,2013-05-05,19,103501,6.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,1
335,2013-05-05,17,103520,3.0,GROCERY I,1028,0,Quito,Pichincha,C,12,0
86,2013-05-05,11,103665,1.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
27,2013-05-05,10,103520,4.0,GROCERY I,1028,0,Quito,Pichincha,C,15,1
128,2013-05-05,12,103520,2.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
67,2013-05-05,11,103520,5.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,1
8,2013-05-05,10,103501,3.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
232,2013-05-05,15,103501,5.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
419,2013-05-05,19,103520,1.0,GROCERY I,1028,0,Guaranda,Bolivar,C,15,0
420,2013-05-07,19,103520,2.0,GROCERY I,1028,0,Guaranda,Bolivar,C,15,0
187,2013-05-07,14,103501,3.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
372,2013-05-07,18,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,B,16,0
253,2013-05-07,15,103520,3.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,1
233,2013-05-07,15,103501,8.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
46,2013-05-07,11,103501,3.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
166,2013-05-07,13,103520,2.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
211,2013-05-07,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
401,2013-05-07,19,103501,2.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
381,2013-05-07,18,103665,2.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,0
108,2013-05-07,12,103501,4.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
354,2013-05-07,18,103501,8.0,CLEANING,3008,0,Quito,Pichincha,B,16,1
9,2013-05-07,10,103501,9.0,CLEANING,3008,0,Quito,Pichincha,C,15,1
278,2013-05-07,16,103501,8.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
129,2013-05-07,12,103520,1.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
317,2013-05-07,17,103501,5.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
336,2013-05-07,17,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,12,0
298,2013-05-07,16,103520,1.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
68,2013-05-07,11,103520,2.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,0
87,2013-05-07,11,103665,2.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
146,2013-05-07,13,103501,6.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,1
147,2013-06-05,13,103501,6.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,1
188,2013-06-05,14,103501,5.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
47,2013-06-05,11,103501,11.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,1
28,2013-06-05,10,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,15,0
382,2013-06-05,18,103665,6.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,1
88,2013-06-05,11,103665,1.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
130,2013-06-05,12,103520,4.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,1
109,2013-06-05,12,103501,4.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
279,2013-06-05,16,103501,3.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
254,2013-06-05,15,103520,2.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
355,2013-06-05,18,103501,5.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
318,2013-06-05,17,103501,7.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
212,2013-06-05,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
402,2013-06-05,19,103501,4.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
167,2013-06-05,13,103520,1.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
69,2013-06-05,11,103520,5.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,1
10,2013-06-05,10,103501,10.0,CLEANING,3008,0,Quito,Pichincha,C,15,1
234,2013-06-05,15,103501,11.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,1
213,2013-06-07,14,103520,3.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,1
131,2013-06-07,12,103520,2.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
11,2013-06-07,10,103501,1.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
319,2013-06-07,17,103501,2.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
299,2013-06-07,16,103520,1.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
110,2013-06-07,12,103501,4.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
235,2013-06-07,15,103501,4.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
168,2013-06-07,13,103520,1.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
70,2013-06-07,11,103520,6.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,1
421,2013-06-07,19,103520,5.0,GROCERY I,1028,0,Guaranda,Bolivar,C,15,1
356,2013-06-07,18,103501,3.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
255,2013-06-07,15,103520,3.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,1
89,2013-06-07,11,103665,11.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,1
280,2013-06-07,16,103501,3.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
148,2013-06-07,13,103501,1.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
189,2013-06-07,14,103501,7.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
48,2013-06-07,11,103501,5.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
383,2013-06-07,18,103665,6.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,1
281,2013-07-05,16,103501,5.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
373,2013-07-05,18,103520,2.0,GROCERY I,1028,0,Quito,Pichincha,B,16,0
337,2013-07-05,17,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,12,0
384,2013-07-05,18,103665,1.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,0
357,2013-07-05,18,103501,7.0,CLEANING,3008,0,Quito,Pichincha,B,16,1
236,2013-07-05,15,103501,7.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
403,2013-07-05,19,103501,3.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
320,2013-07-05,17,103501,5.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
422,2013-07-05,19,103520,3.0,GROCERY I,1028,0,Guaranda,Bolivar,C,15,0
214,2013-07-05,14,103520,2.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
49,2013-07-05,11,103501,6.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
169,2013-07-05,13,103520,2.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
190,2013-07-05,14,103501,14.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,1
149,2013-07-05,13,103501,6.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,1
29,2013-07-05,10,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,15,0
90,2013-07-05,11,103665,2.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
111,2013-07-05,12,103501,6.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,1
12,2013-07-05,10,103501,3.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
191,2013-07-07,14,103501,3.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,0
385,2013-07-07,18,103665,2.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,0
256,2013-07-07,15,103520,2.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
321,2013-07-07,17,103501,10.0,CLEANING,3008,0,Quito,Pichincha,C,12,1
112,2013-07-07,12,103501,4.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
300,2013-07-07,16,103520,1.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
30,2013-07-07,10,103520,1.0,GROCERY I,1028,0,Quito,Pichincha,C,15,0
170,2013-07-07,13,103520,1.0,GROCERY I,1028,0,Latacunga,Cotopaxi,C,15,0
404,2013-07-07,19,103501,1.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
338,2013-07-07,17,103520,4.0,GROCERY I,1028,0,Quito,Pichincha,C,12,1
50,2013-07-07,11,103501,6.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
150,2013-07-07,13,103501,3.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
423,2013-07-07,19,103520,1.0,GROCERY I,1028,0,Guaranda,Bolivar,C,15,0
358,2013-07-07,18,103501,8.0,CLEANING,3008,0,Quito,Pichincha,B,16,1
215,2013-07-07,14,103520,1.0,GROCERY I,1028,0,Riobamba,Chimborazo,C,7,0
13,2013-07-07,10,103501,3.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
91,2013-07-07,11,103665,7.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,1
237,2013-07-07,15,103501,9.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,1
282,2013-07-07,16,103501,11.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
192,2013-08-05,14,103501,15.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,1
405,2013-08-05,19,103501,9.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,1
151,2013-08-05,13,103501,3.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
359,2013-08-05,18,103501,5.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
92,2013-08-05,11,103665,1.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
71,2013-08-05,11,103520,2.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,0
301,2013-08-05,16,103520,1.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
113,2013-08-05,12,103501,5.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
424,2013-08-05,19,103520,10.0,GROCERY I,1028,0,Guaranda,Bolivar,C,15,1
322,2013-08-05,17,103501,11.0,CLEANING,3008,0,Quito,Pichincha,C,12,1
51,2013-08-05,11,103501,7.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
257,2013-08-05,15,103520,2.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
14,2013-08-05,10,103501,4.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
283,2013-08-05,16,103501,6.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
386,2013-08-05,18,103665,1.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,0
323,2013-08-07,17,103501,6.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
152,2013-08-07,13,103501,1.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
15,2013-08-07,10,103501,5.0,CLEANING,3008,0,Quito,Pichincha,C,15,0
360,2013-08-07,18,103501,3.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
52,2013-08-07,11,103501,6.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,0
258,2013-08-07,15,103520,2.0,GROCERY I,1028,0,Ibarra,Imbabura,C,15,0
238,2013-08-07,15,103501,4.0,CLEANING,3008,0,Ibarra,Imbabura,C,15,0
406,2013-08-07,19,103501,1.0,CLEANING,3008,0,Guaranda,Bolivar,C,15,0
193,2013-08-07,14,103501,13.0,CLEANING,3008,0,Riobamba,Chimborazo,C,7,1
114,2013-08-07,12,103501,4.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,0
284,2013-08-07,16,103501,3.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
93,2013-08-07,11,103665,2.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
72,2013-08-07,11,103520,1.0,GROCERY I,1028,0,Cayambe,Pichincha,B,6,0
285,2013-09-05,16,103501,5.0,CLEANING,3008,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
94,2013-09-05,11,103665,4.0,BREAD/BAKERY,2712,1,Cayambe,Pichincha,B,6,0
53,2013-09-05,11,103501,12.0,CLEANING,3008,0,Cayambe,Pichincha,B,6,1
302,2013-09-05,16,103520,1.0,GROCERY I,1028,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
387,2013-09-05,18,103665,1.0,BREAD/BAKERY,2712,1,Quito,Pichincha,B,16,0
361,2013-09-05,18,103501,3.0,CLEANING,3008,0,Quito,Pichincha,B,16,0
115,2013-09-05,12,103501,7.0,CLEANING,3008,0,Latacunga,Cotopaxi,C,15,1
324,2013-09-05,17,103501,9.0,CLEANING,3008,0,Quito,Pichincha,C,12,0
