,date,store_nbr,item_nbr,unit_sales,family,class,perishable,city,state,type,cluster,is_hot
2748,2013-01-05,13,114799,5.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
6436,2013-01-05,18,108698,2.0,DELI,2644,1,Quito,Pichincha,B,16,0
4335,2013-01-05,16,108701,4.0,DELI,2644,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
4411,2013-01-05,16,108786,14.0,CLEANING,3044,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
5885,2013-01-05,18,108701,2.0,DELI,2644,1,Quito,Pichincha,B,16,0
4493,2013-01-05,16,108797,12.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
4574,2013-01-05,16,111223,6.0,GROCERY I,1034,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
4696,2013-01-05,16,114790,7.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
4778,2013-01-05,16,114799,6.0,PERSONAL CARE,4126,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
4853,2013-01-05,16,108833,11.0,EGGS,2502,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
4936,2013-01-05,16,108952,5.0,CLEANING,3024,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
5003,2013-01-05,16,111397,3.0,GROCERY I,1072,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
5071,2013-01-05,17,108701,6.0,DELI,2644,1,Quito,Pichincha,C,12,1
5144,2013-01-05,17,108786,34.0,CLEANING,3044,0,Quito,Pichincha,C,12,0
5227,2013-01-05,17,108797,3.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
5618,2013-01-05,17,114799,6.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,12,0
5306,2013-01-05,17,111223,43.0,GROCERY I,1034,0,Quito,Pichincha,C,12,1
5389,2013-01-05,17,112830,5.0,GROCERY I,1044,0,Quito,Pichincha,C,12,1
5464,2013-01-05,17,114778,5.0,GROCERY I,1016,0,Quito,Pichincha,C,12,0
5950,2013-01-05,18,108786,10.0,CLEANING,3044,0,Quito,Pichincha,B,16,1
4230,2013-01-05,15,108952,3.0,CLEANING,3024,0,Ibarra,Imbabura,C,15,0
4094,2013-01-05,15,114799,8.0,PERSONAL CARE,4126,0,Ibarra,Imbabura,C,15,1
6025,2013-01-05,18,108797,4.0,GROCERY I,1004,0,Quito,Pichincha,B,16,0
2864,2013-01-05,13,108952,1.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,0
2952,2013-01-05,14,108701,1.0,DELI,2644,1,Riobamba,Chimborazo,C,7,0
2999,2013-01-05,14,108786,38.0,CLEANING,3044,0,Riobamba,Chimborazo,C,7,1
3081,2013-01-05,14,108797,8.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,1
3158,2013-01-05,14,111223,34.0,GROCERY I,1034,0,Riobamba,Chimborazo,C,7,1
6301,2013-01-05,18,114790,6.0,GROCERY I,1004,0,Quito,Pichincha,B,16,1
3280,2013-01-05,14,114790,2.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
3349,2013-01-05,14,114799,24.0,PERSONAL CARE,4126,0,Riobamba,Chimborazo,C,7,1
226,2013-01-05,10,111223,20.0,GROCERY I,1034,0,Quito,Pichincha,C,15,0
3455,2013-01-05,14,108952,5.0,CLEANING,3024,0,Riobamba,Chimborazo,C,7,1
6162,2013-01-05,18,112830,3.0,GROCERY I,1044,0,Quito,Pichincha,B,16,0
3648,2013-01-05,15,108786,8.0,CLEANING,3044,0,Ibarra,Imbabura,C,15,0
3731,2013-01-05,15,108797,7.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,1
3810,2013-01-05,15,111223,46.0,GROCERY I,1034,0,Ibarra,Imbabura,C,15,1
6083,2013-01-05,18,111223,18.0,GROCERY I,1034,0,Quito,Pichincha,B,16,1
3893,2013-01-05,15,112830,4.0,GROCERY I,1044,0,Ibarra,Imbabura,C,15,1
3961,2013-01-05,15,114778,1.0,GROCERY I,1016,0,Ibarra,Imbabura,C,15,0
4013,2013-01-05,15,114790,11.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,1
3573,2013-01-05,15,108701,1.0,DELI,2644,1,Ibarra,Imbabura,C,15,0
159,2013-01-05,10,108797,1.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
5538,2013-01-05,17,114790,1.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
76,2013-01-05,10,108786,37.0,CLEANING,3044,0,Quito,Pichincha,C,15,0
3159,2013-01-10,14,111223,14.0,GROCERY I,1034,0,Riobamba,Chimborazo,C,7,0
1669,2013-01-10,12,108797,1.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
4412,2013-01-10,16,108786,3.0,CLEANING,3044,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
4336,2013-01-10,16,108701,6.0,DELI,2644,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
1107,2013-01-10,11,114790,6.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,0
5228,2013-01-10,17,108797,6.0,GROCERY I,1004,0,Quito,Pichincha,C,12,1
463,2013-01-10,10,114799,12.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,15,1
2337,2013-01-10,13,108786,8.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
4231,2013-01-10,15,108952,2.0,CLEANING,3024,0,Ibarra,Imbabura,C,15,0
2420,2013-01-10,13,108797,4.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
4095,2013-01-10,15,114799,2.0,PERSONAL CARE,4126,0,Ibarra,Imbabura,C,15,0
6026,2013-01-10,18,108797,4.0,GROCERY I,1004,0,Quito,Pichincha,B,16,0
6838,2013-01-10,19,108797,2.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,0
2486,2013-01-10,13,111223,6.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,0
160,2013-01-10,10,108797,3.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
2567,2013-01-10,13,112830,2.0,GROCERY I,1044,0,Latacunga,Cotopaxi,C,15,0
1587,2013-01-10,12,108786,4.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
4014,2013-01-10,15,114790,2.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,0
3962,2013-01-10,15,114778,2.0,GROCERY I,1016,0,Ibarra,Imbabura,C,15,0
578,2013-01-10,10,108952,2.0,CLEANING,3024,0,Quito,Pichincha,C,15,0
5307,2013-01-10,17,111223,12.0,GROCERY I,1034,0,Quito,Pichincha,C,12,0
990,2013-01-10,11,112830,4.0,GROCERY I,1044,0,Cayambe,Pichincha,B,6,0
3894,2013-01-10,15,112830,1.0,GROCERY I,1044,0,Ibarra,Imbabura,C,15,0
2211,2013-01-10,12,111397,2.0,GROCERY I,1072,0,Latacunga,Cotopaxi,C,15,0
6084,2013-01-10,18,111223,9.0,GROCERY I,1034,0,Quito,Pichincha,B,16,0
2149,2013-01-10,12,108952,1.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,0
4494,2013-01-10,16,108797,3.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1744,2013-01-10,12,111223,14.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,0
5702,2013-01-10,17,108833,1.0,EGGS,2502,1,Quito,Pichincha,C,12,0
6987,2013-01-10,19,112830,1.0,GROCERY I,1044,0,Guaranda,Bolivar,C,15,0
1826,2013-01-10,12,112830,2.0,GROCERY I,1044,0,Latacunga,Cotopaxi,C,15,0
4937,2013-01-10,16,108952,2.0,CLEANING,3024,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1876,2013-01-10,12,114778,1.0,GROCERY I,1016,0,Latacunga,Cotopaxi,C,15,0
227,2013-01-10,10,111223,11.0,GROCERY I,1034,0,Quito,Pichincha,C,15,0
7338,2013-01-10,19,108952,3.0,CLEANING,3024,0,Guaranda,Bolivar,C,15,0
4854,2013-01-10,16,108833,5.0,EGGS,2502,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1272,2013-01-10,11,108698,3.0,DELI,2644,1,Cayambe,Pichincha,B,6,0
4779,2013-01-10,16,114799,2.0,PERSONAL CARE,4126,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1938,2013-01-10,12,114790,3.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
5780,2013-01-10,17,108952,1.0,CLEANING,3024,0,Quito,Pichincha,C,12,0
4697,2013-01-10,16,114790,3.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1190,2013-01-10,11,114799,16.0,PERSONAL CARE,4126,0,Cayambe,Pichincha,B,6,1
6756,2013-01-10,19,108786,7.0,CLEANING,3044,0,Guaranda,Bolivar,C,15,0
4659,2013-01-10,16,114778,3.0,GROCERY I,1016,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
5145,2013-01-10,17,108786,20.0,CLEANING,3044,0,Quito,Pichincha,C,12,0
2013,2013-01-10,12,114799,3.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
7296,2013-01-10,19,108833,2.0,EGGS,2502,1,Guaranda,Bolivar,C,15,0
77,2013-01-10,10,108786,26.0,CLEANING,3044,0,Quito,Pichincha,C,15,0
386,2013-01-10,10,114790,2.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
4575,2013-01-10,16,111223,11.0,GROCERY I,1034,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
5886,2013-01-10,18,108701,4.0,DELI,2644,1,Quito,Pichincha,B,16,1
7084,2013-01-10,19,114790,1.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,0
5072,2013-01-10,17,108701,4.0,DELI,2644,1,Quito,Pichincha,C,12,0
3350,2013-01-10,14,114799,13.0,PERSONAL CARE,4126,0,Riobamba,Chimborazo,C,7,1
1345,2013-01-10,11,108833,4.0,EGGS,2502,1,Cayambe,Pichincha,B,6,1
908,2013-01-10,11,111223,20.0,GROCERY I,1034,0,Cayambe,Pichincha,B,6,0
748,2013-01-10,11,108786,19.0,CLEANING,3044,0,Cayambe,Pichincha,B,6,0
2953,2013-01-10,14,108701,5.0,DELI,2644,1,Riobamba,Chimborazo,C,7,1
668,2013-01-10,11,108701,16.0,DELI,2644,1,Cayambe,Pichincha,B,6,1
3082,2013-01-10,14,108797,2.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
5539,2013-01-10,17,114790,4.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
7394,2013-01-10,19,111397,2.0,GROCERY I,1072,0,Guaranda,Bolivar,C,15,0
3649,2013-01-10,15,108786,6.0,CLEANING,3044,0,Ibarra,Imbabura,C,15,0
6437,2013-01-10,18,108698,4.0,DELI,2644,1,Quito,Pichincha,B,16,1
3000,2013-01-10,14,108786,34.0,CLEANING,3044,0,Riobamba,Chimborazo,C,7,1
3281,2013-01-10,14,114790,4.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,1
3574,2013-01-10,15,108701,2.0,DELI,2644,1,Ibarra,Imbabura,C,15,0
2865,2013-01-10,13,108952,1.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,0
3732,2013-01-10,15,108797,3.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,0
2749,2013-01-10,13,114799,2.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
3811,2013-01-10,15,111223,9.0,GROCERY I,1034,0,Ibarra,Imbabura,C,15,0
6302,2013-01-10,18,114790,1.0,GROCERY I,1004,0,Quito,Pichincha,B,16,0
5390,2013-01-10,17,112830,3.0,GROCERY I,1044,0,Quito,Pichincha,C,12,0
3456,2013-01-10,14,108952,2.0,CLEANING,3024,0,Riobamba,Chimborazo,C,7,0
831,2013-01-10,11,108797,6.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,1
2674,2013-01-10,13,114790,1.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
6499,2013-01-10,18,108833,11.0,EGGS,2502,1,Quito,Pichincha,B,16,1
1,2013-01-10,10,108701,1.0,DELI,2644,1,Quito,Pichincha,C,15,0
6906,2013-01-10,19,111223,5.0,GROCERY I,1034,0,Guaranda,Bolivar,C,15,0
1511,2013-01-10,12,108701,4.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,1
2954,2013-01-13,14,108701,1.0,DELI,2644,1,Riobamba,Chimborazo,C,7,0
352,2013-01-13,10,114778,2.0,GROCERY I,1016,0,Quito,Pichincha,C,15,0
6757,2013-01-13,19,108786,11.0,CLEANING,3044,0,Guaranda,Bolivar,C,15,0
7165,2013-01-13,19,114799,2.0,PERSONAL CARE,4126,0,Guaranda,Bolivar,C,15,0
4660,2013-01-13,16,114778,11.0,GROCERY I,1016,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
7297,2013-01-13,19,108833,3.0,EGGS,2502,1,Guaranda,Bolivar,C,15,1
5831,2013-01-13,17,111397,1.0,GROCERY I,1072,0,Quito,Pichincha,C,12,0
2014,2013-01-13,12,114799,2.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
78,2013-01-13,10,108786,28.0,CLEANING,3044,0,Quito,Pichincha,C,15,0
749,2013-01-13,11,108786,44.0,CLEANING,3044,0,Cayambe,Pichincha,B,6,1
3812,2013-01-13,15,111223,17.0,GROCERY I,1034,0,Ibarra,Imbabura,C,15,0
3001,2013-01-13,14,108786,18.0,CLEANING,3044,0,Riobamba,Chimborazo,C,7,0
7395,2013-01-13,19,111397,3.0,GROCERY I,1072,0,Guaranda,Bolivar,C,15,0
832,2013-01-13,11,108797,12.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,1
5703,2013-01-13,17,108833,5.0,EGGS,2502,1,Quito,Pichincha,C,12,0
1745,2013-01-13,12,111223,9.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,0
6303,2013-01-13,18,114790,6.0,GROCERY I,1004,0,Quito,Pichincha,B,16,1
4938,2013-01-13,16,108952,2.0,CLEANING,3024,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
3241,2013-01-13,14,112830,1.0,GROCERY I,1044,0,Riobamba,Chimborazo,C,7,0
1877,2013-01-13,12,114778,4.0,GROCERY I,1016,0,Latacunga,Cotopaxi,C,15,0
1191,2013-01-13,11,114799,13.0,PERSONAL CARE,4126,0,Cayambe,Pichincha,B,6,1
7339,2013-01-13,19,108952,6.0,CLEANING,3024,0,Guaranda,Bolivar,C,15,1
4855,2013-01-13,16,108833,8.0,EGGS,2502,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
3083,2013-01-13,14,108797,1.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
4780,2013-01-13,16,114799,2.0,PERSONAL CARE,4126,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
6369,2013-01-13,18,114799,5.0,PERSONAL CARE,4126,0,Quito,Pichincha,B,16,1
3351,2013-01-13,14,114799,1.0,PERSONAL CARE,4126,0,Riobamba,Chimborazo,C,7,0
5781,2013-01-13,17,108952,1.0,CLEANING,3024,0,Quito,Pichincha,C,12,0
1939,2013-01-13,12,114790,5.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
4698,2013-01-13,16,114790,7.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
3282,2013-01-13,14,114790,1.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
387,2013-01-13,10,114790,2.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
3457,2013-01-13,14,108952,5.0,CLEANING,3024,0,Riobamba,Chimborazo,C,7,1
4576,2013-01-13,16,111223,49.0,GROCERY I,1034,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
4096,2013-01-13,15,114799,1.0,PERSONAL CARE,4126,0,Ibarra,Imbabura,C,15,0
6163,2013-01-13,18,112830,5.0,GROCERY I,1044,0,Quito,Pichincha,B,16,1
3650,2013-01-13,15,108786,16.0,CLEANING,3044,0,Ibarra,Imbabura,C,15,1
2750,2013-01-13,13,114799,2.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
2487,2013-01-13,13,111223,9.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,0
543,2013-01-13,10,108833,1.0,EGGS,2502,1,Quito,Pichincha,C,15,0
2568,2013-01-13,13,112830,1.0,GROCERY I,1044,0,Latacunga,Cotopaxi,C,15,0
4015,2013-01-13,15,114790,1.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,0
3733,2013-01-13,15,108797,6.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,1
7231,2013-01-13,19,108698,1.0,DELI,2644,1,Guaranda,Bolivar,C,15,0
3963,2013-01-13,15,114778,5.0,GROCERY I,1016,0,Ibarra,Imbabura,C,15,0
2675,2013-01-13,13,114790,3.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
991,2013-01-13,11,112830,9.0,GROCERY I,1044,0,Cayambe,Pichincha,B,6,1
3895,2013-01-13,15,112830,4.0,GROCERY I,1044,0,Ibarra,Imbabura,C,15,1
6085,2013-01-13,18,111223,24.0,GROCERY I,1034,0,Quito,Pichincha,B,16,1
6500,2013-01-13,18,108833,12.0,EGGS,2502,1,Quito,Pichincha,B,16,1
7085,2013-01-13,19,114790,1.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,0
2421,2013-01-13,13,108797,3.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
6580,2013-01-13,18,108952,1.0,CLEANING,3024,0,Quito,Pichincha,B,16,0
4178,2013-01-13,15,108833,2.0,EGGS,2502,1,Ibarra,Imbabura,C,15,0
669,2013-01-13,11,108701,8.0,DELI,2644,1,Cayambe,Pichincha,B,6,0
3429,2013-01-13,14,108833,2.0,EGGS,2502,1,Riobamba,Chimborazo,C,7,0
4495,2013-01-13,16,108797,13.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
6228,2013-01-13,18,114778,5.0,GROCERY I,1016,0,Quito,Pichincha,B,16,0
6706,2013-01-13,19,108701,2.0,DELI,2644,1,Guaranda,Bolivar,C,15,0
5887,2013-01-13,18,108701,4.0,DELI,2644,1,Quito,Pichincha,B,16,1
2866,2013-01-13,13,108952,4.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,1
2212,2013-01-13,12,111397,7.0,GROCERY I,1072,0,Latacunga,Cotopaxi,C,15,1
4413,2013-01-13,16,108786,10.0,CLEANING,3044,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
2087,2013-01-13,12,108833,4.0,EGGS,2502,1,Latacunga,Cotopaxi,C,15,1
1108,2013-01-13,11,114790,7.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,0
4337,2013-01-13,16,108701,8.0,DELI,2644,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
6438,2013-01-13,18,108698,4.0,DELI,2644,1,Quito,Pichincha,B,16,1
909,2013-01-13,11,111223,65.0,GROCERY I,1034,0,Cayambe,Pichincha,B,6,1
3575,2013-01-13,15,108701,1.0,DELI,2644,1,Ibarra,Imbabura,C,15,0
464,2013-01-13,10,114799,5.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,15,0
2262,2013-01-13,13,108701,4.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,1
2338,2013-01-13,13,108786,11.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
4232,2013-01-13,15,108952,4.0,CLEANING,3024,0,Ibarra,Imbabura,C,15,0
3160,2013-01-13,14,111223,19.0,GROCERY I,1034,0,Riobamba,Chimborazo,C,7,0
6027,2013-01-13,18,108797,4.0,GROCERY I,1004,0,Quito,Pichincha,B,16,0
1419,2013-01-13,11,108952,4.0,CLEANING,3024,0,Cayambe,Pichincha,B,6,1
5465,2013-01-13,17,114778,1.0,GROCERY I,1016,0,Quito,Pichincha,C,12,0
5308,2013-01-13,17,111223,30.0,GROCERY I,1034,0,Quito,Pichincha,C,12,1
5146,2013-01-13,17,108786,42.0,CLEANING,3044,0,Quito,Pichincha,C,12,1
1670,2013-01-13,12,108797,5.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
5619,2013-01-13,17,114799,6.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,12,0
5229,2013-01-13,17,108797,7.0,GROCERY I,1004,0,Quito,Pichincha,C,12,1
1464,2013-01-13,11,111397,1.0,GROCERY I,1072,0,Cayambe,Pichincha,B,6,0
228,2013-01-13,10,111223,17.0,GROCERY I,1034,0,Quito,Pichincha,C,15,0
1346,2013-01-13,11,108833,1.0,EGGS,2502,1,Cayambe,Pichincha,B,6,0
5540,2013-01-13,17,114790,2.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
1512,2013-01-13,12,108701,1.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,0
6907,2013-01-13,19,111223,23.0,GROCERY I,1034,0,Guaranda,Bolivar,C,15,0
2,2013-01-13,10,108701,4.0,DELI,2644,1,Quito,Pichincha,C,15,0
5391,2013-01-13,17,112830,4.0,GROCERY I,1044,0,Quito,Pichincha,C,12,0
1588,2013-01-13,12,108786,7.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
1273,2013-01-13,11,108698,6.0,DELI,2644,1,Cayambe,Pichincha,B,6,1
6839,2013-01-13,19,108797,4.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,1
6988,2013-01-13,19,112830,2.0,GROCERY I,1044,0,Guaranda,Bolivar,C,15,0
5073,2013-01-13,17,108701,7.0,DELI,2644,1,Quito,Pichincha,C,12,1
161,2013-01-13,10,108797,4.0,GROCERY I,1004,0,Quito,Pichincha,C,15,1
5466,2013-01-15,17,114778,4.0,GROCERY I,1016,0,Quito,Pichincha,C,12,0
3084,2013-01-15,14,108797,1.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
5620,2013-01-15,17,114799,4.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,12,0
6989,2013-01-15,19,112830,4.0,GROCERY I,1044,0,Guaranda,Bolivar,C,15,1
5147,2013-01-15,17,108786,20.0,CLEANING,3044,0,Quito,Pichincha,C,12,0
1940,2013-01-15,12,114790,1.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
5230,2013-01-15,17,108797,2.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
465,2013-01-15,10,114799,2.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,15,0
992,2013-01-15,11,112830,1.0,GROCERY I,1044,0,Cayambe,Pichincha,B,6,0
5782,2013-01-15,17,108952,1.0,CLEANING,3024,0,Quito,Pichincha,C,12,0
2015,2013-01-15,12,114799,3.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
3,2013-01-15,10,108701,1.0,DELI,2644,1,Quito,Pichincha,C,15,0
2263,2013-01-15,13,108701,7.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,1
3896,2013-01-15,15,112830,2.0,GROCERY I,1044,0,Ibarra,Imbabura,C,15,0
3161,2013-01-15,14,111223,19.0,GROCERY I,1034,0,Riobamba,Chimborazo,C,7,0
5392,2013-01-15,17,112830,8.0,GROCERY I,1044,0,Quito,Pichincha,C,12,1
3283,2013-01-15,14,114790,3.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
7298,2013-01-15,19,108833,2.0,EGGS,2502,1,Guaranda,Bolivar,C,15,0
2867,2013-01-15,13,108952,2.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,0
