,date,store_nbr,item_nbr,unit_sales,family,class,perishable,city,state,type,cluster,is_hot
89,2013-05-05,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
143,2013-05-05,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
25,2013-05-07,6,119624,2.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
90,2013-05-08,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
26,2013-05-08,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
91,2013-06-01,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
144,2013-06-01,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
27,2013-06-01,6,119624,16.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
92,2013-06-02,6,122095,6.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
145,2013-06-02,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
28,2013-06-02,6,119624,14.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
93,2013-06-04,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
146,2013-06-04,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
29,2013-06-04,6,119624,3.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
94,2013-06-05,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
30,2013-06-05,6,119624,9.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
95,2013-06-07,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
147,2013-06-07,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
31,2013-06-07,6,119624,18.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
96,2013-06-08,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
148,2013-06-08,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
32,2013-06-08,6,119624,20.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
33,2013-07-01,6,119624,8.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
97,2013-07-01,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
34,2013-07-02,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
98,2013-07-02,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
35,2013-07-04,6,119624,8.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
99,2013-07-05,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
36,2013-07-05,6,119624,9.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
37,2013-07-07,6,119624,9.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
100,2013-07-07,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
101,2013-07-08,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
38,2013-07-08,6,119624,6.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
39,2013-08-01,6,119624,8.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
102,2013-08-01,6,122095,4.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
40,2013-08-02,6,119624,6.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
103,2013-08-02,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
149,2013-08-02,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
41,2013-08-04,6,119624,8.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
104,2013-08-04,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
150,2013-08-04,6,121964,3.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
151,2013-08-05,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
105,2013-08-05,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
42,2013-08-05,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
43,2013-08-07,6,119624,11.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
152,2013-08-08,6,121964,17.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,1
106,2013-08-08,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
44,2013-08-08,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
153,2013-09-01,6,121964,4.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,1
107,2013-09-01,6,122095,4.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
45,2013-09-01,6,119624,7.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
108,2013-09-02,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
154,2013-09-02,6,121964,3.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
46,2013-09-02,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
109,2013-09-04,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
47,2013-09-04,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
155,2013-09-05,6,121964,17.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,1
48,2013-09-05,6,119624,7.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
110,2013-09-07,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
49,2013-09-07,6,119624,12.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
111,2013-09-08,6,122095,8.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
156,2013-09-08,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
50,2013-09-08,6,119624,3.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
112,2013-10-01,6,122095,6.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
157,2013-10-01,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
51,2013-10-01,6,119624,3.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
113,2013-10-02,6,122095,4.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
52,2013-10-02,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
53,2013-10-04,6,119624,10.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
114,2013-10-05,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
54,2013-10-05,6,119624,15.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
115,2013-10-07,6,122095,4.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
55,2013-10-07,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
116,2013-10-08,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
56,2013-10-08,6,119624,1.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
117,2013-11-01,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
57,2013-11-01,6,119624,9.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
158,2013-11-02,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
118,2013-11-02,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
58,2013-11-02,6,119624,14.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
119,2013-11-04,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
59,2013-11-04,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
60,2013-11-05,6,119624,2.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
120,2013-11-07,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
61,2013-11-07,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
121,2013-11-08,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
62,2013-11-08,6,119624,8.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
159,2013-12-01,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
122,2013-12-01,6,122095,6.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
63,2013-12-01,6,119624,10.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
160,2013-12-02,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
64,2013-12-02,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
123,2013-12-02,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
65,2013-12-04,6,119624,9.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
161,2013-12-05,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
66,2013-12-05,6,119624,28.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
124,2013-12-05,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
67,2013-12-07,6,119624,11.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
125,2013-12-07,6,122095,5.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
126,2013-12-08,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
0,2013-01-03,6,119624,10.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
55,2013-01-03,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
35,2013-01-03,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
1,2013-01-06,6,119624,27.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
36,2013-01-06,6,121964,3.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
56,2013-01-06,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
37,2013-01-09,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
2,2013-01-09,6,119624,11.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
3,2013-02-03,6,119624,15.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
38,2013-02-03,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
4,2013-02-06,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
57,2013-02-06,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
5,2013-02-09,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
6,2013-03-03,6,119624,7.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
39,2013-03-06,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
58,2013-03-06,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
59,2013-03-09,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
7,2013-03-09,6,119624,18.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
40,2013-04-03,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
8,2013-04-03,6,119624,14.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
60,2013-04-03,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
9,2013-04-06,6,119624,26.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
61,2013-04-06,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
62,2013-04-09,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
41,2013-04-09,6,121964,3.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
10,2013-04-09,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
11,2013-05-03,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
63,2013-05-03,6,122095,4.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
12,2013-05-06,6,119624,2.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
42,2013-05-09,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
64,2013-05-09,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
13,2013-05-09,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
65,2013-06-03,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
14,2013-06-03,6,119624,3.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
43,2013-06-03,6,121964,3.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
44,2013-06-06,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
15,2013-06-06,6,119624,9.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
66,2013-06-09,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
45,2013-06-09,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
16,2013-06-09,6,119624,8.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
17,2013-07-03,6,119624,10.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
67,2013-07-03,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
18,2013-07-06,6,119624,17.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
68,2013-07-09,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
19,2013-07-09,6,119624,2.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
20,2013-08-03,6,119624,12.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
69,2013-08-03,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
21,2013-08-06,6,119624,3.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
46,2013-08-06,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
70,2013-08-06,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
22,2013-08-09,6,119624,15.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
47,2013-08-09,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
71,2013-08-09,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
48,2013-09-03,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
72,2013-09-03,6,122095,4.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
23,2013-09-03,6,119624,6.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
49,2013-09-06,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
73,2013-09-06,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
24,2013-09-06,6,119624,13.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
74,2013-09-09,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
25,2013-09-09,6,119624,2.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
75,2013-10-03,6,122095,1.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
26,2013-10-03,6,119624,4.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
50,2013-10-06,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
76,2013-10-06,6,122095,6.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
27,2013-10-06,6,119624,9.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
28,2013-10-09,6,119624,12.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
51,2013-11-03,6,121964,1.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
77,2013-11-03,6,122095,5.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
29,2013-11-03,6,119624,9.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
52,2013-11-06,6,121964,25.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,1
78,2013-11-06,6,122095,2.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
30,2013-11-06,6,119624,3.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
79,2013-11-09,6,122095,4.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
53,2013-11-09,6,121964,4.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,1
31,2013-11-09,6,119624,13.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,1
32,2013-12-03,6,119624,5.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
80,2013-12-03,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
54,2013-12-03,6,121964,2.0,AUTOMOTIVE,6810,0,Quito,Pichincha,D,13,0
81,2013-12-06,6,122095,8.0,DAIRY,2124,1,Quito,Pichincha,D,13,1
33,2013-12-06,6,119624,11.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
34,2013-12-09,6,119624,1.0,BEVERAGES,1122,0,Quito,Pichincha,D,13,0
82,2013-12-09,6,122095,3.0,DAIRY,2124,1,Quito,Pichincha,D,13,0
