,date,store_nbr,item_nbr,unit_sales,family,class,perishable,city,state,type,cluster,is_hot
35,2013-07-02,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
136,2013-07-04,5,122418,30.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
36,2013-07-04,5,119624,7.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
37,2013-07-05,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
137,2013-07-05,5,122418,20.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
138,2013-07-07,5,122418,20.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
38,2013-07-07,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
139,2013-07-08,5,122418,15.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
39,2013-07-08,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
89,2013-08-01,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
140,2013-08-01,5,122418,10.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
40,2013-08-01,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
141,2013-08-02,5,122418,19.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
41,2013-08-02,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
90,2013-08-04,5,121964,3.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
142,2013-08-04,5,122418,19.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
42,2013-08-04,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
143,2013-08-05,5,122418,10.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
43,2013-08-05,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
144,2013-08-07,5,122418,13.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
44,2013-08-07,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
91,2013-08-07,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
45,2013-08-08,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
92,2013-08-08,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
145,2013-08-08,5,122418,8.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
146,2013-09-01,5,122418,23.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
46,2013-09-01,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
93,2013-09-01,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
147,2013-09-02,5,122418,8.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
47,2013-09-02,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
48,2013-09-04,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
148,2013-09-04,5,122418,31.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
149,2013-09-05,5,122418,18.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
49,2013-09-05,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
150,2013-09-07,5,122418,7.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
50,2013-09-07,5,119624,5.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
51,2013-09-08,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
151,2013-09-08,5,122418,9.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
52,2013-10-01,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
94,2013-10-01,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
152,2013-10-01,5,122418,10.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
53,2013-10-02,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
153,2013-10-02,5,122418,14.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
95,2013-10-04,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
54,2013-10-04,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
154,2013-10-04,5,122418,9.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
55,2013-10-05,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
155,2013-10-05,5,122418,15.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
56,2013-10-07,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
96,2013-10-07,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
156,2013-10-07,5,122418,10.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
97,2013-10-08,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
57,2013-10-08,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
157,2013-10-08,5,122418,6.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
58,2013-11-01,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
158,2013-11-01,5,122418,13.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
59,2013-11-02,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
159,2013-11-02,5,122418,21.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
98,2013-11-02,5,121964,2.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
160,2013-11-04,5,122418,19.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
60,2013-11-04,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
99,2013-11-05,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
161,2013-11-05,5,122418,6.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
61,2013-11-05,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
100,2013-11-07,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
62,2013-11-07,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
162,2013-11-07,5,122418,15.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
63,2013-11-08,5,119624,11.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
163,2013-11-08,5,122418,24.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
164,2013-12-01,5,122418,28.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
64,2013-12-01,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
101,2013-12-01,5,121964,2.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
102,2013-12-02,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
65,2013-12-02,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
165,2013-12-02,5,122418,10.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
103,2013-12-04,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
66,2013-12-04,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
166,2013-12-04,5,122418,9.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
67,2013-12-05,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
167,2013-12-05,5,122418,10.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
168,2013-12-07,5,122418,10.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
68,2013-12-07,5,119624,9.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
69,2013-12-08,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
104,2013-12-08,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
169,2013-12-08,5,122418,9.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
0,2013-01-03,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
36,2013-01-06,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
1,2013-01-06,5,119624,7.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
2,2013-01-09,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
37,2013-01-09,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
54,2013-01-09,5,122418,6.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
38,2013-02-03,5,121964,2.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
55,2013-02-03,5,122418,37.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
3,2013-02-03,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
39,2013-02-06,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
56,2013-02-06,5,122418,13.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
4,2013-02-06,5,119624,5.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
5,2013-02-09,5,119624,8.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
57,2013-02-09,5,122418,9.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
6,2013-03-03,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
58,2013-03-03,5,122418,18.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
40,2013-03-03,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
59,2013-03-06,5,122418,14.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
7,2013-03-06,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
8,2013-03-09,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
60,2013-03-09,5,122418,14.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
41,2013-04-03,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
61,2013-04-03,5,122418,15.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
9,2013-04-03,5,119624,5.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
42,2013-04-06,5,121964,3.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
10,2013-04-06,5,119624,7.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
62,2013-04-06,5,122418,20.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
11,2013-04-09,5,119624,5.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
63,2013-04-09,5,122418,10.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
64,2013-05-03,5,122418,13.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
43,2013-05-03,5,121964,2.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
12,2013-05-03,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
65,2013-05-06,5,122418,16.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
13,2013-05-06,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
44,2013-05-06,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
14,2013-05-09,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
45,2013-05-09,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
66,2013-05-09,5,122418,8.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
15,2013-06-03,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
46,2013-06-03,5,121964,2.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
67,2013-06-03,5,122418,11.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
16,2013-06-06,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
68,2013-06-06,5,122418,12.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
47,2013-06-09,5,121964,3.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
17,2013-06-09,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
69,2013-06-09,5,122418,14.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
70,2013-07-03,5,122418,11.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
18,2013-07-03,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
71,2013-07-06,5,122418,20.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
19,2013-07-06,5,119624,8.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
72,2013-07-09,5,122418,13.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
20,2013-07-09,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
48,2013-08-03,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
73,2013-08-03,5,122418,24.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
21,2013-08-03,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
74,2013-08-06,5,122418,15.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
22,2013-08-06,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
